Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
,Male,73.2,1.94,177,162,69,0.81,722.0,Strength,29.0,2.4,2.0,1,19.45
57.0,Female,51.4,1.63,183,134,73,1.2,724.0,Yoga,33.7,2.0,4.0,2,19.35
54.0,Male,54.6,1.76,160,137,56,1.28,868.0,Cardio,27.4,3.3,4.0,2,17.63
37.0,Male,124.2,1.76,168,158,50,1.5,1304.0,HIIT,29.3,2.8,2.0,1,40.1
42.0,Female,42.7,1.74,161,130,71,1.04,608.0,Strength,32.9,1.6,3.0,1,14.1
39.0,Female,55.9,1.71,184,148,59,1.95,1443.0,Yoga,19.5,2.7,5.0,3,19.12
51.0,Female,44.8,1.63,198,137,69,1.08,666.0,Yoga,33.8,2.1,4.0,2,16.86
47.0,Male,86.6,1.99,182,153,70,1.98,1500.0,Strength,10.6,3.5,4.0,3,21.87
23.0,Female,40.9,1.75,167,145,61,0.82,594.0,Yoga,25.2,2.1,3.0,1,13.36
19.0,Male,98.6,1.7,197,162,74,0.83,740.0,Cardio,21.1,2.4,,1,34.12
30.0,Female,61.6,1.52,178,138,71,1.78,1228.0,Cardio,19.5,2.7,4.0,3,26.66
47.0,Female,66.8,1.75,199,146,56,1.13,742.0,Strength,32.8,2.5,,2,21.81
40.0,Female,62.6,1.53,197,143,73,1.93,1380.0,Cardio,18.1,2.7,5.0,3,26.74
45.0,Male,93.0,1.91,175,143,55,1.03,729.0,Cardio,27.3,3.7,3.0,2,25.49
36.0,Male,70.3,1.72,174,169,73,1.49,1385.0,Cardio,21.3,2.3,3.0,2,23.76
46.0,Female,66.5,1.73,163,142,56,1.11,709.0,Yoga,34.7,2.0,3.0,1,22.22
53.0,Male,105.1,1.84,176,130,62,0.69,444.0,Cardio,23.3,2.9,3.0,1,31.04
31.0,Female,42.3,1.6,163,163,70,1.09,888.0,Cardio,,1.9,3.0,2,16.52
20.0,Female,72.6,1.73,199,160,68,1.27,1016.0,HIIT,34.8,2.5,3.0,2,24.26
58.0,Female,44.2,1.57,183,155,59,1.08,753.0,HIIT,31.9,2.3,3.0,1,17.93
29.0,Female,54.9,1.52,172,123,72,1.48,910.0,Strength,27.0,2.0,3.0,1,23.76
47.0,Female,40.0,1.76,173,132,63,0.8,475.0,Strength,26.7,2.2,3.0,1,12.91
42.0,Female,57.5,1.67,192,149,55,1.14,764.0,Yoga,34.1,2.4,2.0,1,20.62
19.0,Female,73.0,1.79,177,125,61,0.81,506.0,HIIT,,1.6,3.0,1,22.78
31.0,Female,60.5,1.77,187,127,56,1.72,1092.0,HIIT,15.0,2.7,4.0,3,19.31
26.0,Female,44.3,1.6,186,136,61,1.08,734.0,Cardio,34.7,2.0,3.0,1,17.3
38.0,Female,59.1,1.72,196,148,68,1.07,792.0,Cardio,31.3,1.7,3.0,2,19.98
46.0,Male,88.7,1.63,166,146,66,0.75,542.0,Strength,28.8,3.5,2.0,1,33.38
28.0,Male,76.3,1.62,161,162,70,1.16,1034.0,Strength,20.1,2.3,3.0,2,29.07
29.0,Male,68.0,1.7,190,150,60,0.76,627.0,HIIT,28.9,2.9,2.0,1,23.53
28.0,Male,86.9,1.78,164,134,68,1.29,951.0,HIIT,,3.7,4.0,2,27.43
43.0,Male,66.3,1.85,170,121,58,1.18,707.0,Cardio,27.5,3.2,2.0,1,19.37
45.0,Male,78.3,1.96,166,167,62,1.29,1066.0,Cardio,29.0,2.2,3.0,1,20.38
29.0,Male,95.2,1.86,174,141,52,0.64,496.0,Yoga,26.6,2.5,2.0,1,27.52
33.0,Female,64.1,1.63,186,120,74,1.58,948.0,Strength,16.4,2.7,5.0,3,24.13
43.0,Female,57.3,1.79,175,166,62,1.98,1479.0,Yoga,17.8,2.7,4.0,3,17.88
18.0,Male,64.5,1.82,187,149,52,1.2,983.0,HIIT,23.4,2.4,3.0,2,19.47
,Female,55.6,1.61,161,147,54,1.77,1301.0,Yoga,18.9,2.7,4.0,3,21.45
43.0,Male,82.9,1.95,181,160,70,1.9,1505.0,Cardio,12.9,3.5,,3,21.8
19.0,Female,65.2,1.52,188,130,71,1.23,800.0,Cardio,30.6,2.4,3.0,1,28.22
,Male,109.8,1.62,193,141,68,0.84,651.0,HIIT,24.4,3.5,3.0,1,41.84
37.0,Male,76.9,1.82,192,121,50,1.49,992.0,Strength,24.5,2.8,4.0,2,23.22
23.0,Female,64.5,1.7,187,125,72,0.51,319.0,Cardio,30.4,1.7,2.0,1,22.32
,Female,66.1,1.75,169,128,57,0.63,363.0,Cardio,25.2,1.8,2.0,1,21.58
41.0,Male,72.1,1.83,175,133,58,1.13,744.0,Yoga,21.4,2.8,3.0,2,21.53
33.0,Female,78.0,1.68,183,135,55,1.29,871.0,HIIT,32.3,1.8,3.0,2,27.64
55.0,Male,91.8,1.78,165,153,65,1.44,1091.0,Cardio,23.5,3.4,3.0,1,28.97
52.0,Female,59.7,1.71,169,151,58,1.23,836.0,Strength,34.3,2.0,3.0,1,20.42
51.0,Male,59.0,1.65,198,153,53,1.22,924.0,HIIT,20.7,2.3,3.0,2,21.67
,Male,62.0,1.64,195,127,54,0.97,678.0,Cardio,27.5,3.2,3.0,1,23.05
31.0,Female,61.1,1.76,189,150,67,1.81,1358.0,Yoga,18.6,2.7,4.0,3,19.72
21.0,Female,50.3,1.52,171,154,67,1.08,832.0,Cardio,32.2,2.6,3.0,1,21.77
25.0,Male,123.8,1.99,180,121,72,1.13,752.0,HIIT,25.6,2.6,3.0,1,31.26
56.0,Female,67.7,1.58,189,142,52,1.45,927.0,Strength,32.7,1.9,2.0,1,27.12
58.0,Male,58.6,1.66,172,161,60,1.21,964.0,HIIT,26.8,2.9,2.0,1,21.27
30.0,Female,61.6,1.52,178,138,71,1.78,1228.0,Cardio,19.5,2.7,4.0,3,26.66
41.0,Male,67.0,1.77,161,149,50,1.22,900.0,HIIT,25.6,2.6,3.0,2,21.39
51.0,Female,70.3,1.55,178,139,54,1.4,876.0,Yoga,26.1,1.6,3.0,1,29.26
40.0,Female,52.6,1.66,198,120,71,1.27,762.0,Strength,32.9,1.7,3.0,2,19.09
59.0,Male,89.4,1.72,188,152,67,1.08,813.0,Yoga,24.5,3.2,,1,30.22
44.0,Male,124.8,1.85,175,126,69,1.35,842.0,Strength,24.4,3.5,4.0,2,36.46
19.0,Female,73.9,1.77,198,137,64,1.28,877.0,Strength,32.5,2.6,3.0,2,23.59
53.0,Female,52.4,1.57,171,149,71,1.34,898.0,HIIT,,2.2,3.0,2,21.26
34.0,Female,69.2,1.53,167,134,59,1.36,911.0,HIIT,28.5,2.1,2.0,1,29.56
22.0,Male,71.0,1.93,162,139,53,1.42,1086.0,Yoga,21.2,2.9,4.0,2,19.06
50.0,Male,64.5,1.79,163,130,61,1.17,753.0,Yoga,28.1,2.4,4.0,2,20.13
23.0,Female,60.1,1.59,191,123,52,1.8,1107.0,HIIT,17.6,2.7,4.0,3,23.77
32.0,Female,62.6,1.63,190,161,58,1.67,1344.0,HIIT,15.0,2.7,5.0,3,23.56
33.0,Male,106.5,1.6,183,152,74,1.4,1170.0,Strength,27.3,3.3,4.0,2,41.6
37.0,Female,72.9,1.76,192,121,52,1.21,732.0,Strength,27.5,1.9,3.0,2,23.53
26.0,Male,111.5,1.9,191,167,57,1.02,937.0,Yoga,25.2,2.2,2.0,1,30.89
42.0,Male,70.2,1.87,188,165,65,1.38,1127.0,HIIT,22.7,3.4,3.0,2,20.07
40.0,Female,72.2,1.6,173,130,67,0.87,566.0,Yoga,29.2,1.9,3.0,1,28.2
21.0,Female,55.2,1.55,163,161,53,1.37,1103.0,Strength,31.7,1.7,4.0,2,22.98
25.0,Female,77.7,1.55,184,120,52,0.55,330.0,Yoga,,1.7,2.0,1,32.34
52.0,Female,63.1,1.54,185,165,67,1.36,1010.0,Strength,34.8,1.8,3.0,2,26.61
22.0,Male,102.6,1.84,163,153,65,1.25,1052.0,Strength,20.5,2.7,3.0,2,30.3
57.0,Male,126.8,1.63,161,133,73,0.96,632.0,Yoga,20.8,2.1,2.0,1,47.72
20.0,Female,44.2,1.61,177,122,69,1.08,659.0,HIIT,32.4,2.5,2.0,1,17.05
22.0,Female,61.8,1.52,169,166,61,1.83,1519.0,Yoga,17.0,2.7,5.0,3,26.75
57.0,Female,64.0,1.52,170,129,52,1.73,1004.0,Strength,15.2,2.7,5.0,3,27.7
50.0,Female,67.9,1.77,171,164,73,1.03,760.0,Yoga,33.0,2.4,3.0,2,21.67
20.0,Male,76.4,1.62,168,132,51,1.35,980.0,Cardio,21.2,2.6,4.0,2,29.11
,Female,58.1,1.56,174,136,63,0.61,415.0,Yoga,34.4,2.2,2.0,1,23.87
52.0,Female,61.5,1.69,160,152,63,1.8,1231.0,Cardio,15.5,2.7,4.0,3,21.53
32.0,Female,59.0,1.66,184,160,64,0.51,408.0,Cardio,31.0,1.8,2.0,1,21.41
32.0,Female,61.7,1.58,183,135,54,1.87,1262.0,HIIT,16.6,2.7,,3,24.72
27.0,Male,76.7,1.7,196,150,56,0.96,792.0,HIIT,29.1,2.1,3.0,1,26.54
52.0,Female,60.3,1.68,182,125,64,1.6,900.0,Strength,16.5,2.7,4.0,3,21.36
32.0,Male,68.3,1.92,168,165,54,1.42,1289.0,Strength,29.9,3.5,2.0,1,18.53
48.0,Male,73.1,1.83,194,131,71,1.05,681.0,Yoga,28.0,2.8,4.0,2,21.83
38.0,Male,83.6,1.74,164,151,51,1.66,1379.0,Cardio,11.6,3.5,5.0,3,27.61
51.0,Male,60.7,1.71,168,169,60,1.14,954.0,Strength,22.1,2.5,2.0,1,20.76
39.0,Female,64.3,1.69,190,148,58,1.25,925.0,HIIT,26.9,1.9,4.0,2,22.51
42.0,Male,62.9,1.98,173,126,61,1.42,886.0,Yoga,28.5,3.4,,2,16.04
58.0,Female,74.8,1.69,175,162,53,1.28,933.0,Strength,32.8,2.3,4.0,2,26.19
54.0,Male,86.5,1.76,189,158,68,1.48,1158.0,Yoga,,3.4,3.0,2,27.92
25.0,Male,95.6,1.9,190,160,72,1.47,1294.0,Cardio,23.8,2.4,4.0,2,26.48
42.0,Male,88.4,1.93,188,158,65,1.68,1314.0,Yoga,12.4,3.5,4.0,3,23.73
42.0,Male,86.3,1.77,172,127,55,1.77,1113.0,HIIT,11.4,3.5,4.0,3,27.55
54.0,Female,43.8,1.65,171,129,61,1.29,749.0,Yoga,,1.7,4.0,2,16.09
,Female,65.5,1.52,161,162,61,1.4,1021.0,Yoga,31.2,2.1,3.0,2,28.35
37.0,Female,73.5,1.69,174,131,66,0.54,354.0,Cardio,27.5,1.6,,1,25.73
47.0,Female,66.8,1.75,199,146,56,1.13,742.0,Strength,32.8,2.5,3.0,2,21.81
33.0,Female,68.2,1.75,177,150,71,0.85,638.0,Strength,29.0,1.7,2.0,1,22.27
28.0,Female,56.0,1.5,193,128,56,1.94,1242.0,Strength,16.7,2.7,5.0,3,24.89
19.0,Female,65.2,1.52,188,130,71,1.23,800.0,Cardio,,2.4,3.0,1,28.22
59.0,Male,86.9,1.76,194,123,60,1.13,688.0,Strength,29.8,3.1,3.0,2,28.05
47.0,Female,68.7,1.76,161,137,66,1.37,845.0,Strength,27.7,2.4,3.0,2,22.18
38.0,Female,40.6,1.79,195,161,55,0.62,499.0,Cardio,26.8,2.7,2.0,1,12.67
21.0,Female,60.0,1.7,179,123,52,1.97,1212.0,Strength,19.1,2.7,5.0,3,20.76
56.0,Male,107.8,1.73,185,126,50,1.09,680.0,Yoga,26.6,2.8,3.0,2,36.02
30.0,Female,77.9,1.77,166,130,62,1.41,916.0,Cardio,27.9,2.6,4.0,2,24.87
30.0,Male,113.4,1.91,177,137,54,1.27,957.0,HIIT,22.2,3.7,3.0,1,31.08
20.0,Female,74.7,1.58,172,166,62,1.04,863.0,Strength,32.8,2.4,3.0,2,29.92
,Female,61.9,1.54,190,131,61,1.95,1150.0,Yoga,16.4,2.7,,3,26.1
37.0,Male,88.8,1.95,189,135,66,1.58,1173.0,Yoga,10.3,3.5,5.0,3,23.35
59.0,Male,86.9,1.76,194,123,60,1.13,688.0,Strength,29.8,3.1,3.0,2,28.05
19.0,Female,73.0,1.79,177,125,61,0.81,506.0,HIIT,27.7,1.6,3.0,1,22.78
51.0,Female,56.3,1.5,182,142,66,1.43,914.0,Cardio,27.4,2.4,3.0,1,25.02
34.0,Male,75.7,1.94,181,141,72,1.18,915.0,Strength,29.3,2.4,4.0,2,20.11
52.0,Female,79.4,1.59,166,163,59,1.39,1020.0,Strength,26.6,1.5,3.0,2,31.41
21.0,Male,101.2,1.84,181,132,50,1.3,944.0,Yoga,,3.3,2.0,1,29.89
19.0,Male,87.8,1.78,195,161,72,1.28,1133.0,Cardio,23.6,3.3,2.0,1,27.71
31.0,Female,76.7,1.62,174,127,74,1.39,883.0,Yoga,28.1,2.3,4.0,2,29.23
39.0,Female,63.3,1.71,178,125,56,1.88,1175.0,Strength,18.5,2.7,4.0,3,21.65
21.0,Male,88.4,1.6,198,121,67,1.71,1138.0,HIIT,12.0,3.5,4.0,3,34.53
23.0,Male,107.0,1.94,198,120,73,1.35,891.0,HIIT,23.5,2.9,2.0,1,28.43
54.0,Female,47.8,1.6,171,155,55,1.19,830.0,Cardio,26.0,2.3,4.0,2,18.67
46.0,Male,88.7,1.63,166,146,66,0.75,542.0,Strength,28.8,3.5,2.0,1,33.38
49.0,Male,82.3,1.84,192,146,71,1.29,932.0,Strength,28.4,3.4,4.0,2,24.31
38.0,Male,46.9,1.74,198,167,64,1.03,946.0,Strength,20.0,2.6,4.0,2,15.49
55.0,Male,75.6,1.71,173,130,57,1.03,663.0,Strength,28.1,2.0,4.0,2,25.85
28.0,Female,55.1,1.79,192,159,67,1.99,1582.0,Yoga,17.0,2.7,5.0,3,17.2
34.0,Male,65.9,1.62,199,164,56,0.81,731.0,Yoga,28.8,2.2,2.0,1,25.11
50.0,Female,55.4,1.55,175,122,65,1.85,1016.0,Strength,18.5,2.7,4.0,3,23.06
53.0,Female,56.3,1.79,193,141,59,1.52,964.0,Strength,16.5,2.7,5.0,3,17.57
23.0,Female,78.6,1.73,192,156,56,1.47,1147.0,HIIT,32.3,1.5,4.0,2,26.26
40.0,Male,52.1,1.61,198,128,70,0.87,612.0,HIIT,21.3,3.3,2.0,1,20.1
19.0,Female,59.1,1.57,184,162,50,1.65,1336.0,Cardio,17.9,2.7,5.0,3,23.98
20.0,Male,82.7,1.99,179,146,59,1.69,1357.0,HIIT,14.6,3.5,5.0,3,20.88
18.0,Female,66.9,1.57,193,127,63,1.07,679.0,Cardio,30.7,2.2,3.0,2,27.14
59.0,Female,70.7,1.68,192,121,66,1.17,637.0,Cardio,34.9,1.9,3.0,2,25.05
26.0,Female,44.3,1.6,186,136,61,1.08,734.0,Cardio,34.7,2.0,3.0,1,17.3
46.0,Female,63.1,1.61,187,152,68,1.0,684.0,Strength,34.7,2.2,4.0,2,24.34
18.0,Male,63.2,1.63,162,120,73,0.66,436.0,Cardio,27.5,2.2,3.0,1,23.79
57.0,Female,75.7,1.63,161,131,60,0.69,407.0,Cardio,,2.3,,1,28.49
19.0,Female,64.0,1.53,166,167,58,1.33,1111.0,HIIT,29.8,2.3,3.0,2,27.34
24.0,Female,42.0,1.75,174,144,55,0.83,598.0,Strength,31.8,2.3,3.0,1,13.71
42.0,Male,86.3,1.77,172,127,55,1.77,1113.0,HIIT,11.4,3.5,4.0,3,27.55
28.0,Male,108.5,1.79,183,120,68,1.33,878.0,HIIT,24.8,2.1,4.0,2,33.86
44.0,Male,124.8,1.85,175,126,69,1.35,842.0,Strength,24.4,3.5,4.0,2,36.46
56.0,Female,67.7,1.58,189,142,52,1.45,927.0,Strength,32.7,1.9,2.0,1,27.12
20.0,Female,64.3,1.78,188,137,61,1.71,1171.0,Cardio,18.7,2.7,4.0,3,20.29
47.0,Female,66.8,1.75,199,146,56,1.13,742.0,Strength,32.8,2.5,3.0,2,21.81
29.0,Male,106.5,1.81,177,156,60,1.29,1107.0,Cardio,25.7,2.5,4.0,2,32.51
23.0,Female,65.2,1.62,192,156,59,1.37,1069.0,Cardio,,2.5,3.0,2,24.84
33.0,Female,58.0,1.53,180,126,50,1.84,1159.0,Strength,18.3,2.7,5.0,3,24.78
29.0,Male,121.1,1.87,188,130,52,1.31,937.0,HIIT,24.1,3.2,4.0,2,34.63
54.0,Female,47.8,1.6,171,155,55,1.19,830.0,Cardio,26.0,2.3,4.0,2,18.67
49.0,Male,57.8,1.99,183,161,67,0.93,741.0,HIIT,24.7,3.1,3.0,1,14.6
36.0,Male,121.9,1.93,195,132,54,1.49,1082.0,Cardio,,3.4,,2,32.73
23.0,Male,87.3,1.91,164,129,58,1.87,1327.0,HIIT,11.8,3.5,5.0,3,23.93
,Female,52.3,1.74,187,165,58,1.2,990.0,Cardio,29.4,2.2,2.0,1,17.27
24.0,Female,59.4,1.5,199,132,60,1.25,825.0,Yoga,25.0,2.0,3.0,2,26.4
27.0,Male,106.4,1.86,182,123,50,1.34,907.0,Cardio,20.6,3.1,2.0,1,30.76
43.0,Male,95.9,1.85,186,157,64,1.28,995.0,Yoga,27.7,3.4,2.0,1,28.02
50.0,Female,58.1,1.58,199,120,50,1.93,1042.0,Yoga,19.3,2.7,5.0,3,23.27
36.0,Female,47.2,1.74,196,160,53,1.5,1200.0,Cardio,32.2,1.6,4.0,2,15.59
51.0,Male,88.2,1.62,163,133,72,1.56,1027.0,Cardio,11.8,3.5,,3,33.61
32.0,Male,84.0,1.74,195,127,63,1.45,1013.0,Strength,25.8,2.1,3.0,1,27.74
23.0,Male,81.4,1.85,194,150,74,1.6,1320.0,Cardio,12.4,3.5,4.0,3,23.78
51.0,Female,57.4,1.77,177,123,72,1.08,598.0,Yoga,31.6,2.1,4.0,2,18.32
23.0,Female,41.9,1.58,163,132,67,0.56,370.0,HIIT,26.8,1.8,3.0,1,16.78
32.0,Male,65.2,1.62,186,128,63,0.58,408.0,Cardio,25.3,3.4,2.0,1,24.84
34.0,Female,74.2,1.57,178,158,52,1.47,1161.0,Cardio,32.7,2.4,3.0,1,30.1
24.0,Male,87.1,1.74,187,158,67,1.57,1364.0,Strength,10.0,3.5,4.0,3,28.77
23.0,Female,41.9,1.58,163,132,67,0.56,370.0,HIIT,26.8,1.8,3.0,1,16.78
45.0,Male,81.4,1.61,164,141,55,1.14,796.0,Cardio,30.0,2.2,4.0,2,31.4
50.0,Female,56.5,1.6,196,140,61,1.88,1184.0,Yoga,19.2,2.7,5.0,3,22.07
41.0,Male,94.5,2.0,179,136,69,1.18,794.0,HIIT,27.6,3.7,3.0,1,23.62
23.0,Female,65.2,1.62,192,156,59,1.37,1069.0,Cardio,31.1,2.5,3.0,2,24.84
45.0,Male,88.5,1.78,198,167,67,1.53,1265.0,HIIT,13.2,3.5,4.0,3,27.93
22.0,Male,107.4,1.74,195,138,63,1.34,1017.0,Strength,22.0,2.2,2.0,1,35.47
59.0,Female,65.5,1.52,161,162,61,1.4,1021.0,Yoga,31.2,2.1,3.0,2,28.35
44.0,Female,60.4,1.65,176,169,54,1.27,966.0,HIIT,32.6,2.1,4.0,2,22.19
44.0,Male,86.6,1.97,197,167,50,1.66,1372.0,Yoga,11.7,3.5,5.0,3,22.31
26.0,Male,87.1,1.87,173,132,58,1.71,1241.0,Yoga,11.2,3.5,4.0,3,24.91
29.0,Male,106.5,1.81,177,156,60,1.29,1107.0,Cardio,25.7,2.5,4.0,2,32.51
41.0,Female,61.9,1.64,166,131,68,1.93,1138.0,Yoga,19.4,2.7,4.0,3,23.01
46.0,Male,45.0,1.77,185,162,58,1.48,1187.0,Cardio,29.1,3.6,,2,14.36
56.0,Male,109.6,1.66,188,166,66,1.29,1060.0,Cardio,20.5,3.1,3.0,2,39.77
18.0,Male,82.3,1.84,190,148,66,1.73,1408.0,HIIT,13.3,3.5,5.0,3,24.31
31.0,Female,63.1,1.64,184,125,51,1.54,962.0,Cardio,19.0,2.7,4.0,3,23.46
50.0,Male,45.4,1.67,163,158,62,1.37,1071.0,Yoga,24.1,2.8,4.0,2,16.28
45.0,Male,118.4,1.95,178,168,59,1.06,881.0,Yoga,24.9,2.4,3.0,2,31.14
44.0,Female,42.8,1.78,167,159,64,1.49,1066.0,Strength,25.3,2.6,3.0,2,13.51
39.0,Male,105.5,1.99,199,133,71,0.81,593.0,HIIT,26.4,2.5,2.0,1,26.64
33.0,Male,117.0,1.61,166,130,55,1.04,744.0,HIIT,25.1,2.4,3.0,2,45.14
42.0,Male,97.9,1.91,193,136,73,1.01,680.0,Strength,29.0,2.8,3.0,2,26.84
19.0,Female,58.8,1.77,181,136,53,1.4,952.0,HIIT,32.8,2.7,2.0,1,18.77
52.0,Female,70.6,1.58,181,164,67,1.02,753.0,HIIT,34.9,2.0,3.0,2,28.28
26.0,Female,71.2,1.5,182,142,54,1.15,816.0,Cardio,34.6,2.6,,1,31.64
51.0,Female,54.7,1.53,167,135,69,1.11,674.0,HIIT,,2.0,4.0,2,23.37
22.0,Female,50.7,1.59,197,139,66,1.27,883.0,Strength,29.4,1.8,3.0,2,20.05
50.0,Female,73.6,1.55,183,145,74,0.89,581.0,HIIT,33.9,2.1,3.0,1,30.63
45.0,Female,50.4,1.79,182,130,59,0.74,433.0,Cardio,27.7,2.5,2.0,1,15.73
23.0,Female,78.6,1.73,192,156,56,1.47,1147.0,HIIT,32.3,1.5,4.0,2,26.26
40.0,Female,62.6,1.53,197,143,73,1.93,1380.0,Cardio,18.1,2.7,5.0,3,26.74
43.0,Male,55.5,1.82,160,124,66,1.08,663.0,Strength,20.1,2.0,3.0,1,16.76
42.0,Male,64.8,1.65,161,166,67,1.1,904.0,Cardio,,2.8,3.0,2,23.8
40.0,Male,63.8,1.62,185,143,72,1.3,1022.0,HIIT,20.8,3.4,2.0,1,24.31
55.0,Male,91.8,1.78,165,153,65,1.44,1091.0,Cardio,23.5,3.4,3.0,1,28.97
27.0,Female,69.5,1.76,171,121,66,0.94,569.0,Strength,34.4,2.0,3.0,1,22.44
52.0,Female,79.4,1.59,166,163,59,1.39,1020.0,Strength,26.6,1.5,3.0,2,31.41
45.0,Male,118.4,1.95,178,168,59,1.06,881.0,Yoga,24.9,2.4,3.0,2,31.14
45.0,Male,78.3,1.96,166,167,62,1.29,1066.0,Cardio,29.0,2.2,3.0,1,20.38
,Male,54.7,1.74,160,167,53,0.84,772.0,Yoga,22.9,3.6,3.0,1,18.07
23.0,Female,71.4,1.72,164,169,74,1.25,1056.0,Strength,25.6,1.5,2.0,1,24.13
35.0,Male,100.9,1.63,161,163,59,1.1,986.0,Cardio,28.4,3.1,2.0,1,37.98
59.0,Female,54.6,1.57,164,169,64,0.58,441.0,Cardio,29.2,2.3,3.0,1,22.15
42.0,Female,57.7,1.57,167,122,52,1.83,1005.0,Cardio,17.7,2.7,4.0,3,23.41
29.0,Male,58.6,1.61,198,122,72,1.2,805.0,Yoga,23.4,2.0,3.0,2,22.61
30.0,Male,90.0,1.66,165,152,71,1.32,1104.0,Cardio,26.6,2.1,4.0,2,32.66
,Female,71.3,1.58,167,167,54,1.07,893.0,HIIT,25.4,1.5,3.0,2,28.56
45.0,Male,88.5,1.78,198,167,67,1.53,1265.0,HIIT,13.2,3.5,4.0,3,27.93
36.0,Female,57.7,1.77,176,147,63,1.65,1213.0,Strength,,2.7,4.0,3,18.42
21.0,Male,67.0,1.61,161,152,74,1.32,1104.0,Yoga,22.0,2.1,3.0,2,25.85
46.0,Male,72.6,1.87,188,161,64,1.31,1044.0,HIIT,22.6,3.4,4.0,2,20.76
44.0,Male,65.2,1.8,192,139,68,0.73,502.0,HIIT,27.2,2.7,2.0,1,20.12
22.0,Female,72.1,1.62,183,123,59,1.38,849.0,HIIT,25.1,2.1,3.0,1,27.47
42.0,Male,88.4,1.93,188,158,65,1.68,1314.0,Yoga,12.4,3.5,4.0,3,23.73
54.0,Male,116.4,2.0,184,123,65,1.13,688.0,Yoga,26.2,3.1,3.0,1,29.1
42.0,Male,70.2,1.87,188,165,65,1.38,1127.0,HIIT,,3.4,3.0,2,20.07
42.0,Female,59.5,1.74,195,141,52,1.78,1129.0,Yoga,16.4,2.7,5.0,3,19.65
53.0,Male,105.1,1.84,176,130,62,0.69,444.0,Cardio,23.3,2.9,3.0,1,31.04
45.0,Female,41.2,1.58,195,168,71,1.47,1111.0,HIIT,28.7,2.6,2.0,1,16.5
42.0,Male,79.3,1.93,181,147,50,1.22,888.0,Cardio,27.3,3.3,,1,21.29
58.0,Male,58.6,1.66,172,161,60,1.21,964.0,HIIT,,2.9,2.0,1,21.27
35.0,Male,101.4,1.76,193,121,64,0.84,559.0,HIIT,23.6,2.9,2.0,1,32.74
,Male,109.0,1.91,198,156,56,1.49,1151.0,Yoga,26.0,2.2,3.0,2,29.88
51.0,Male,102.6,1.77,193,130,59,1.21,779.0,HIIT,21.0,3.4,2.0,1,32.75
54.0,Female,70.7,1.57,198,163,65,1.14,836.0,Cardio,31.8,2.1,3.0,1,28.68
42.0,Female,42.7,1.74,161,130,71,1.04,608.0,Strength,32.9,1.6,3.0,1,14.1
47.0,Male,89.1,1.84,168,159,65,1.44,1133.0,Yoga,24.0,3.6,3.0,2,26.32
35.0,Male,96.9,1.71,188,145,72,1.34,1069.0,Strength,24.2,2.9,3.0,2,33.14
,Male,87.9,1.87,196,134,54,1.96,1445.0,Strength,10.7,3.5,5.0,3,25.14
42.0,Male,63.7,1.98,172,128,69,1.37,868.0,Yoga,24.0,3.0,2.0,1,16.25
54.0,Female,66.9,1.74,195,129,62,1.24,720.0,HIIT,29.5,2.1,2.0,1,22.1
19.0,Male,82.4,1.96,174,169,62,1.9,1766.0,HIIT,10.1,3.5,5.0,3,21.45
53.0,Female,47.8,1.76,164,149,74,1.06,711.0,HIIT,28.4,1.5,4.0,2,15.43
34.0,Male,71.9,1.64,170,134,67,1.26,929.0,Cardio,21.3,2.1,4.0,2,26.73
41.0,Male,78.8,1.72,172,132,62,1.01,660.0,Cardio,,3.1,4.0,2,26.64
56.0,Female,52.9,1.64,169,155,53,1.1,767.0,Cardio,27.4,2.3,3.0,2,19.67
26.0,Male,76.4,1.79,177,156,73,1.17,1004.0,Strength,21.3,2.7,3.0,2,23.84
55.0,Male,129.9,1.73,187,155,60,0.69,529.0,Yoga,21.7,3.1,3.0,1,43.4
34.0,Male,92.0,1.76,175,143,73,0.73,574.0,Yoga,22.1,3.5,3.0,1,29.7
18.0,Female,62.0,1.59,190,162,50,1.23,996.0,Strength,33.2,2.2,4.0,2,24.52
22.0,Female,72.1,1.62,183,123,59,1.38,849.0,HIIT,,2.1,3.0,1,27.47
50.0,Female,67.1,1.75,161,120,59,0.67,362.0,Cardio,31.8,2.7,3.0,1,21.91
25.0,Male,53.2,1.7,190,164,56,0.59,532.0,Strength,28.8,2.1,3.0,1,18.41
44.0,Female,59.1,1.52,177,136,56,1.58,967.0,Yoga,18.4,2.7,5.0,3,25.58
19.0,Male,98.6,1.7,197,162,74,0.83,740.0,Cardio,21.1,2.4,2.0,1,34.12
50.0,Male,95.4,1.61,173,133,50,1.16,764.0,Strength,21.5,3.6,4.0,2,36.8
46.0,Male,108.8,1.64,185,169,63,1.4,1171.0,Strength,20.5,3.4,3.0,1,40.45
43.0,Female,42.7,1.66,173,134,53,0.73,440.0,Yoga,33.9,1.9,2.0,1,15.5
51.0,Female,57.4,1.77,177,123,72,1.08,598.0,Yoga,31.6,2.1,4.0,2,18.32
43.0,Male,108.6,1.73,174,150,66,1.33,988.0,Cardio,28.5,2.2,2.0,1,36.29
48.0,Male,73.7,1.61,172,121,63,1.36,815.0,Cardio,21.8,3.6,4.0,2,28.43
